SGK-1 DAF-16
GOSR-2.1 F17C11.9
ZK849.2 LET-92
PQN-95 W04B5.3
IKB-1 NHL-1
MEI-1 MEI-1
GST-5 RPT-1
RPT-4 LEV-11
C13C4.5 H37A05.1
SMA-4 C39D10.7
F40F12.7 F57C12.2
ZK287.1 T08G5.5
R02F11.1 C30F12.1
ALP-1 ZK121.2
DRH-1 T01E8.6
ZK849.2 C27H2.2
DDL-1 DDL-2
JKK-1 Y51F10.2
HIM-10 NDC-80
B0238.12 SGT-1
C18A3.2 SGT-1
K09B11.9 E01G4.3
Y116A8C.26 PAH-1
T28C12.4 KLP-3
MSH-2 MSH-6
SPD-2 COL-97
RABN-5 F01G12.6
PBS-6 EBI-313826
SMA-3 D2096.8
ELC-1 FEM-2
ALP-1 Y45F10B.13
KLP-11 K01C8.1
GST-5 CEH-40
SMA-3 K09B11.9
Y63D3A.4 ISP-1
ABU-11 T04C9.1
NPP-11 NPP-1
KLC-2 RNF-1
DIV-1 NDC-80
VAB-3 F59C6.5
F46G11.1 H06I04.1
DCN-1 T26A5.8
K09B11.9 F10E9.3
PAA-1 T09B9.4
MEI-1 EIF-3.D
C12D8.1 PQN-14
RPS-10 F28B4.3
BUB-3 SAN-1
MAT-1 RSP-2
POD-1 CDK-1
RPS-10 EBI-318430
VAB-3 C16B8.3
MRT-2 UNC-54
K09B11.9 C44E4.3
MIG-5 NCL-1
PAH-1 NPP-19
GEI-16 IFP-1
KLP-19 C28C12.2
MPK-1 KEL-8
WDFY-2 C06E1.1
LIN-15A R06F6.8
ZK849.2 B0507.1
F42H10.7 EBI-311967
AAK-2 AAKB-1
POS-1 ZIF-1
LIN-39 F53F1.4
C55C3.1 Y38F1A.6
C49G7.1 DYN-1
ALP-1 EBI-314893
RPY-1 KEL-8
GEI-4 T08B2.5
Y63D3A.4 LYS-2
GST-23 F37C4.5
RPN-5 T08G5.5
CGH-1 ALG-1
F42H10.6 F17C11.9
HPL-2 CCT-5
UBC-1 GPD-2
GEI-4 F20C5.6
MPK-1 LST-1
PAR-6 ZK849.2
MIG-5 W05H9.1
CPSF-4 COGC-4
SCC-3 REC-8
RAN-1 D2045.2
PMS-2 MLH-1
IMB-3 F23B12.5
ASPM-1 ATN-1
HRS-1 F33G12.5
NDC-80 Y48E1B.7
ZYG-1 T28C6.7
CES-2 Y51H4A.4
MDF-2 Y39G10AR.10
RPN-1 T28C6.7
THOC-2 NHR-41
T10C6.5 CCT-5
MOM-4 C42D4.1
ASPM-1 LIN-24
T04H1.2 C12D8.9
PDI-2 RPS-15
PQN-5 RPL-16
LEV-11 ASPM-1
CED-4 CED-9
GST-5 F42G9.1
GAD-1 Y59A8B.10
LEC-3 GPD-2
TAC-1 KLP-15
RFC-1 RFC-4
RPY-1 CPR-6
TWK-40 C11E4.6
K09B11.9 ZYG-1
AIR-1 SPD-5
NPP-3 LEV-11
DRH-1 ALG-1
EYA-1 K02E10.4
SMA-4 ASD-1
RPN-2 CPL-1
DYB-1 ABI-1
K11D9.3 F36A2.9
NDC-80 F11A10.2
T04H1.2 SOR-1
ABU-11 ABU-11
PRP-21 T13H5.4
COGC-4 PABP-2
GIP-1 R151.6
ATF-2 TAG-260
PRP-21 F11A10.2
C04C3.3 F21D5.1
RSKN-2 PMK-1
CDC-48.1 CDC-48.1
NHR-111 SPD-5
T04H1.2 EBI-314893
UEV-1 EFT-2
VAB-3 TAG-208
KLP-4 F36D4.5
TAG-208 Y50D4A.4
SLI-1 PAL-1
DAF-4 ABU-1
T04C9.1 EHS-1
GIP-1 UBL-1
PRG-1 GEI-7
PAS-2 PAS-2
IMA-3 LIR-1
PQN-54 MRT-2
GEI-4 C17E4.2
IMB-2 HRS-1
C27A2.5 RPL-3
Y73B6BL.33 COGC-4
DRH-1 F20D1.4
F31D5.2 C23H3.9
EIF-3.D K04G2.10
GEI-4 T20F7.5
DLC-1 SPAT-1
ZK632.12 W04A8.5
Y17G9B.5 LEA-1
UBXN-1 CDC-48.2
GEI-16 T26C12.3
SLI-1 VIT-6
T08G5.5 ZK686.3
EBP-2 MDF-2
EYA-1 M106.4
ATN-1 MATH-41
F08G2.5 Y48C3A.10
Y39B6A.34 H02I12.5
GLH-1 GLH-1
RPY-1 C06A6.2
CPR-4 UNC-62
T04C9.1 C09G1.4
ALP-1 GRS-1
CDC-42 PAR-6
F27C1.6 TAC-1
SUP-12 R02F2.5
RPN-8 RPN-9
RPY-1 Y46G5A.1
IMB-2 BRP-1
NHR-49 NHR-243
F38E11.5 LET-99
PQN-5 EBI-313972
PLK-1 T09E8.1
ZYG-11 MUT-2
IKB-1 ACO-1
NEKL-3 KIN-21
TAC-1 LMN-1
R06B9.3 LST-1
DDL-1 TAC-1
TAC-1 ZYG-1
F43G9.5 F17C11.9
CKR-1 SGT-1
SAS-4 NPP-10
MUS-101 F08A8.1
C28H8.9 Y39B6A.1
GST-23 LMN-1
C17E7.4 IMB-2
M01H9.2 ASNA-1
PCH-2 PAL-1
LIPS-9 NHR-1
DNJ-10 VPS-4
HSP-12.6 HSP-12.2
SGT-1 DNJ-2
GLH-2 KGB-1
EIF-3.D MEI-2
Y53H1A.1 GEI-4
C30B5.4 F38E11.5
XBX-6 Y71F9AL.7
GEI-4 IFA-1
ZK1098.4 H06H21.3
R06B9.1 EPN-1
C01B10.8 PQN-95
GEI-4 F29G9.2
C47D12.2 Y106G6H.14
ZYG-8 T21B6.3
T04H1.2 BRC-2
ABU-11 F29G6.3
MES-4 OMA-2
PQN-5 CYP-14A5
LIN-40 NSF-1
GLD-1 CLEC-62
PQN-54 TAG-163
K09B11.9 D1046.1
RAD-54 F37A4.1
F23F1.5 KEL-8
K09B11.9 DPL-1
VAV-1 INX-12
Y17G9B.5 NHR-6
MIG-15 ZK858.7
SLI-1 FTT-2
RAN-1 RPS-11
ABU-11 GLA-3
VBH-1 HGRS-1
RAN-1 TSR-1
TRP-2 K02F2.2
Y53G8B.1 NHR-6
F27C1.6 F14B6.3
PBS-7 Y57A10A.24
K09B11.9 UNC-87
R06B9.1 F25H5.6
DNJ-10 NPP-10
AKT-2 PAL-1
SMA-4 RAB-8
K09B11.9 C16B8.3
TWK-14 C27H5.2
PLK-1 ZK809.5
ARS-2 CYE-1
PMK-1 MAK-2
SECS-1 ABL-1
C37E2.2 T08G2.3
Y17G9B.5 DNJ-11
C45G9.7 HMP-2
ZK1098.5 R102.5
DLC-1 NHR-4
PAR-6 TRA-4
GAD-1 RNF-1
ACT-5 EBI-312653
DYB-1 F57B10.3
T01G9.2 ZK1098.4
GEI-4 ALP-1
F30B5.4 RPL-3
C36C9.1 KLC-1
MTSS-1 T28C6.7
EYA-1 C02F12.8
IMB-2 DNC-2
LAG-1 C06A6.2
BIR-1 HRD-1
EBI-1179655 KNL-3
DAF-4 SCRM-1
UEV-1 LIN-35
CYP-33E1 NOAH-2
ATF-2 KIN-10
MRT-2 PCN-1
GEI-4 H06I04.1
VHA-8 VHA-10
EYA-1 AFD-1
NHR-111 PDR-1
LIN-15A UNC-15
ZYG-8 F30H5.3
KLP-7 SSS-1
GST-23 TAG-53
LIN-36 Y82E9BR.13
GIP-1 Y42G9A.1
C24H12.5 BIR-2
APP-1 C31E10.7
SEM-5 SOS-1
RPN-10 LGC-40
C17E4.2 VPS-32.1
LRX-1 F54B11.7
STA-1 RPL-19
TOL-1 NHR-6
BATH-9 B0272.4
PQN-60 F01G4.6
GEI-4 MEX-6
ATP-2 ECH-2
APP-1 STR-173
GEI-4 W04G5.8
TAG-331 LIN-40
TEG-1 F49C12.14
ABU-11 M02G9.1
GEI-16 F01G12.6
T04H1.2 FAT-2
FTT-2 ZYG-11
RPB-7 MEL-26
Y38H6C.8 ZK1320.2
F25H5.3 LEV-11
PGL-1 PGL-2
SMA-4 GRL-7
LRX-1 F52E1.13
MTSS-1 C06G3.6
C56E6.3 T04C9.1
RPY-1 EBI-315765
PQN-54 F49E2.2
RRT-1 PAL-1
MIG-32 F32D1.9
CYP-31A2 RPL-3
F41B4.1 TAG-208
T23C6.5 Y77E11A.2
PKC-2 C30H7.2
ALP-1 D1046.1
ATN-1 COL-90
PAS-7 PAS-6
ALP-1 F53B3.6
LIN-2 COQ-5
SPD-2 COL-139
LRX-1 WHT-7
WEE-1.3 MDT-18
EBI-320641 Y66D12A.9
C23G10.8 NHR-6
F42A10.3 PAR-3
SCRM-2 F39B1.1
APP-1 T27A8.2
EIF-3.D K09B11.9
PBS-7 PBS-2
RPS-10 TAG-175
PQN-5 RPS-3
KLE-2 T22F3.3
NHR-91 F55H12.6
RPL-1 SNR-6
ABU-1 ABU-8
RPS-30 HDA-1
CAPN2 SRP-6
DDB-1 R11D1.1
BIR-1 CSN-5
C35D10.2 NHR-2
RPS-0 NDX-4
MDT-21 MDT-6
Y57A10C.6 TAG-61
C33C12.8 Y45G5AM.9
GEI-16 H24G06.1
STA-1 HSP-4
RFC-4 K09A11.1
STA-1 COL-80
T04H1.2 ASP-3
CKS-1 F54D5.7
DAF-14 Y66H1B.2
REV-1 RNP-7
VAV-1 EBI-314893
F25D1.5 C35D10.2
Y71F9AL.17 LST-1
LIN-2 C34E10.8
LGC-9 LMN-1
PMK-1 ATF2
IMA-2 LAG-1
NPP-9 SUN-1
SECS-1 CNX-1
LEC-1 RPL-2
OSM-3 D2023.4
UNC-16 C36B1.11
NPP-1 K09B11.9
ZC434.8 F33D11.10
EBI-331426 R148.5
CPAR-1 EBI-2001857
RFC-2 F44B9.8
GEI-4 F59E12.9
NHR-49 NHR-256
F27C1.6 T28C6.7
RPY-1 Y40C5A.1
MDF-2 MDF-1
C27A2.5 SODH-1
EBI-320033 F36D3.1
LEV-11 RPS-15
LAP-1 T11G6.7
DAF-3 FAT-1
F11A10.2 F07A11.2
B0507.1 SGT-1
ATG-4.1 LGG-1
K07C11.4 F17C11.9
SMA-4 F58G1.3
B0507.1 LST-3
CRM-1 SCRM-1
CEY-2 F43G9.5
K04G2.6 HRS-1
TAP-1 FTT-2
MDF-2 C06A8.1
ZK1127.5 F32D8.4
PXL-1 F57G12.2
NPP-19 Y44E3A.6
GEI-4 H02I12.1
EMB-30 FTT-2
PQN-54 Y39B6A.1
GEI-16 SPDL-1
NHR-49 NHR-247
CED-9 CED-3
CYK-4 GLP-1
ERM-1 C18B2.5
ZK1127.5 MCM-2
IFG-1 NDC-80
DAF-4 COL-119
SCRM-8 F41E6.11
RPL-20 GAD-1
NSPB-12 R02F2.5
CNT-2 K09B11.9
TPXL-1 C28C12.2
WDFY-2 C36H8.1
KIN-20 KIN-20
EYA-1 SEM-4
TAG-303 CUL-3
CDK-9 W02F12.5
ZK1128.2 NPP-9
Y65B4A.7 R02F11.1
VALV-1 LIN-10
ZK849.2 LIR-1
GEI-18 EHS-1
TAC-1 K07A12.2
Y38H6C.14 EBI-311967
Y54H5A.1 NHR-133
EBI-331426 IMA-2
PQN-45 IFE-3
RCN-1 F44A2.7
GEI-16 Y39B6A.11
GIP-1 PAL-1
SEM-5 R08E3.3
GEI-4 F13E6.4
EYA-1 TAF-1
ZK131.11 CTN-1
CNT-2 TAG-260
C03H5.2 C15H9.4
PRP-21 MATH-41
M01F1.4 Y23H5A.4
VPR-1 HCP-2
HDA-1 PRP-8
C27A2.5 Y73F8A.5
MAT-3 K02G10.3
BIR-1 F43C11.7
DLI-1 PBS-7
CSN-1 CSN-2
Y63D3A.4 C27H6.3
RIC-8 TAG-260
MIG-5 MIG-5
CHC-1 ZYG-1
LIT-1 F32H2.7
VPR-1 VAB-1
SCC-1 B0024.11
LEC-1 CAR-1
HUS-1 MRT-2
MRT-2 MUA-6
TAG-114 R02D3.5
LEV-11 K06H7.1
SUP-12 W02A11.3
EOR-1 IFE-3
GEI-4 F55A4.5
NPP-9 WEE-1.3
RIC-8 TSP-8
CIR-1 RPT-4
LIN-36 TAC-1
MEG-2 W03D8.8
APC-2 RPL-21
D1046.1 D1046.1
GSK-3 C01G12.1
F08G2.5 Y39B6A.1
GEI-4 SRX-58
DYB-1 B0303.7
SNR-5 F54D5.7
SCC-1 F11E6.1
LEC-1 NHR-66
THOC-2 C45G9.6
PBS-7 PDR-1
FTN-1 FTN-2
RAD-54 ZK1067.3
F26B1.2 Y59A8B.10
PSA-1 PSA-1
RNP-7 KEL-8
Y63D3A.4 MEL-32
JKK-1 H28G03.2
F08F3.9 NAS-11
IMA-3 F35F10.12
RPY-1 ZK1098.4
C13F10.2 XBP-1
SGK-1 SKN-1
TAG-197 IFP-1
CRM-1 F58E6.3
SPD-5 RSA-2
LIN-37 EBI-332219
T07D4.2 Y48G1BL.4
EYA-1 T25E4.1
ICP-1 T20D3.3
DDL-1 F57B10.4
WDFY-2 YOP-1
PQN-5 F30H5.3
BCL2L1 CED-4
Y65B4BR.5 ICD-1
T02C5.1 C03H5.2
C34C12.8 C18B2.5
TAG-303 KEL-8
EYA-1 WRT-2
NHR-20 IMA-3
ALP-1 C04C11.1
LRX-1 PFD-3
TPXL-1 AIR-1
EYA-1 RAD-26
RFC-2 RPS-8
MRT-2 W07G1.5
C47D12.2 LSM-3
AKT-1 SKN-1
MIG-5 W04A8.6
MOM-1 C02B8.3
W03D8.8 RAD-26
MDF-2 Y37E3.11
NPP-19 NPP-13
DAF-21 CDC-37
LRS-1 IFA-4
ZK632.12 PAT-10
KLP-7 RAM-2
DRH-1 Y22D7AL.10
RFC-4 HPR-17
LIN-45 R02F2.1
LIT-1 T27A3.1
UNC-97 C34C12.5
ATP-2 F13D12.6
RPL-4 Y18D10A.8
T04H1.2 LET-858
ZEN-4 Y66H1B.2
PBS-6 KEL-8
DRH-1 RETR-1
C05D11.10 BBS-5
MLH-1 ZK856.7
GSY-1 BIR-1
VAB-3 Y119C1A.1
RPS-9 CCT-6
Y39B6A.34 RPL-25.1
RPN-10 K09E2.3
MRT-2 TBP-1
ABI-1 CEH-17
ZK512.5 NPP-20
LET-60 ICD-1
MIG-5 F08F8.10
T04C9.1 FIGL-1
Y39G10AR.10 SAS-4
RPT-2 RPN-1
DAF-4 EDC-3
DLC-1 F08F8.2
PKC-1 T26E4.1
ZYG-8 PAR-5
C47D12.2 Y105E8A.1
C40H1.6 KEL-8
BATH-42 PAH-1
ABU-1 PPH-5
GEI-16 F56F12.1
ZK1307.9 ALP-1
APC-11 C16C8.12
SEL-10 NHR-22
DRH-1 SIP-1
Y57A10A.24 IMB-2
DLC-1 UNC-69
PBS-5 T08G5.5
AIR-1 C05E11.3
WEE-1.3 HGRS-1
MLH-1 NUCB-1
PQN-71 PQN-74
C36B1.8 F38E11.5
LET-413 NHR-111
HIM-6 EBI-326745
Y102E9.2 KEL-8
PQN-54 EBI-313972
C44B11.1 D1081.6
Y113G7B.15 NUMR-1
C35D10.2 PHP-3
PAT-3 PAT-4
AAK-2 F49E8.7
Y63D3A.4 F53F4.11
NPP-19 CSN-5
TAG-319 ABL-1
EYA-1 F20A1.6
UEV-1 B0432.8
ADD-1 RPS-5
PAA-1 T22D1.5
SIR-2.1 DAF-16
GEI-16 KIN-10
EBI-314130 KEL-8
C24H12.5 RPS-6
TIR-1 Y42G9A.1
RABN-5 RFL-1
F48F7.7 BRA-2
PBS-6 FBXA-166
ALP-1 F10A3.1
TNC-2 Y39B6A.1
SNX-1 Y59A8B.22
F32B4.4 ABI-1
GLH-3 CSN-5
GLD-1 Y75B12A.2
EYA-1 MEG-2
RAD-23 HUM-8
GEI-16 C01G6.4
PAS-4 NSF-1
EYA-1 ASD-2
LIN-2 GPD-3
ALP-1 D2005.3
MAT-3 VIT-2
CRM-1 ZK849.2
APP-1 EBI-328834
F37C4.5 MDT-18
CNT-1 SCRM-8
NASP-1 TRA-4
PQN-95 SGT-1
KLP-4 RPS-6
WSP-1 TAG-208
GEI-4 F08G2.7
DCN-1 R02F2.5
GOA-1 EBI-1004494
UNC-101 APB-1
RPN-10 W09C5.1
GEI-4 Y54E10BR.8
TAG-331 GRL-5
KBP-3 NDC-80
ZC434.8 DAF-21
LEC-1 CSN-5
PHA-4 ASD-1
Y116A8C.26 ALP-1
UBC-1 HUM-6
BUB-3 B0035.1
RAN-1 RPS-0
GLT-5 C17E4.6
C24A3.2 SGT-1
NOB-1 RPL-18
GEI-4 W08G11.3
EYA-1 FOZI-1
RPN-10 RPL-25.1
PABP-2 LEV-11
VAB-3 ZK121.2
COGC-4 ATN-1
C28H8.11 GALE-1
GEI-4 BATH-38
GEI-4 ELKS-1
T04H1.2 F59C6.5
DRH-1 CCT-2
B0507.1 ATP-3
PQN-54 C05C10.3
DAF-21 W02F12.5
GEI-4 C23G10.8
GEI-4 Y54E5A.7
SYP-3 F30F8.3
Y39E4A.3 ATN-1
T04H1.2 SET-24
LIN-37 C39D10.7
SDZ-38 K10D3.4
R06F6.12 UBL-1
EBP-2 C56G2.7
CPF-2 MEG-1
GIP-1 C14B9.3
CSN-5 NPP-22
GEI-16 F59C6.5
PLK-1 NPP-19
LAP-1 LAP-1
RAN-1 PNG-1
UNC-16 JNK-1
ABU-11 COL-106
R07B7.2 HTP-1
GST-33 BATH-40
MRT-2 CDC-48.1
CRM-1 K07C11.7
NUD-2 HCP-1
DRH-1 PHAT-5
TRAP-4 C23H5.8
MEI-2 R02F2.5
LRX-1 F46H5.3
RPN-1 NHR-6
F46C5.9 KLC-2
PFD-2 LEC-1
LAG-1 ASP-1
CRM-1 T21D12.11
W09D10.3 Y47G6A.14
CGH-1 DSH-2
UAF-1 KEL-8
NPP-9 T22F3.3
ICP-1 FLP-11
UBXN-1 FBXB-118
HPL-2 Y55F3AM.13
DAF-3 TAG-61
PKC-2 COL-77
RPS-10 SCL-6
RFC-4 Y57G11C.22
GEI-4 C25A1.4
CRM-1 PPN-1
D2007.4 EBI-311877
EYA-1 MEC-8
PAS-7 KEL-8
F25H2.5 F25H2.5
C14A4.11 RME-2
EBI-1514941 WEE-1.3
CRM-1 ADT-2
BIR-1 ZK930.3
ZK849.2 ZC239.15
MIG-5 F28D1.2
STA-1 F37C4.5
RABN-5 C06G3.6
RPT-4 EBI-314893
ABU-11 PHAT-4
STA-1 CSN-5
GLT-3 C55A6.7
VAB-3 PAL-1
NEX-3 IFB-1
K09B11.9 K09B11.9
RPS-10 CRN-1
PLK-1 F46B6.5
UBC-1 F29D10.2
OSM-12 DYF-3
LIN-36 F54D5.5
GST-5 DRS-2
C33A11.2 PPH-5
PQN-5 RPL-13
KLP-7 RPB-11
SEC-8 TRP-2
M01E11.2 COL-145
DRH-1 SNR-2
C01B10.8 Y58A7A.1
R02F11.1 UNC-43
GEI-16 F29G9.2
F42A10.3 SYG-1
RPS-10 C42D4.2
T04H1.2 C03C10.4
Y57A10A.23 DHS-14
W03D8.8 C16B8.3
CKC-1 K10C2.4
LAG-1 GLP-1
B0286.3 B0286.3
TAG-208 C11E4.6
Y55F3AM.10 UNC-57
LIT-1 ZK1055.7
ATN-1 ZYG-8
BIR-1 SPK-1
DLC-1 T07C4.10
TBG-1 RPS-13
B0507.1 Y39G10AR.17
GEI-16 C02F12.8
T10B11.2 OMA-1
TAG-332 HRD-1
COGC-4 VBH-1
NHR-111 SPK-1
MPK-1 COL-20
ZK858.2 NED-8
SEK-1 NHR-6
T01G9.2 F56C9.10
GEI-4 F39H12.1
DRH-1 F38E11.5
GEI-16 LBP-6
R07B7.2 MIG-32
LIN-5 F17C11.9
GEI-4 DPY-1
C53C7.1 F52C6.3
T21C9.4 CSN-5
MDF-2 CSN-5
CDT-1 LMN-1
T03G11.6 D2092.1
PAT-4 UNC-97
LEC-1 UNC-84
THOC-2 NHR-6
GEI-16 LIM-8
NPP-10 LMN-1
MPK-1 F42C5.10
T22D1.12 T18D3.7
NHR-171 NPP-11
UAF-1 UAF-2
T04H1.2 ATF-6
TAG-325 PEN-2
CGH-1 D1054.9
FTN-2 LIT-1
ZK1098.4 ZK1098.4
RCN-1 TAX-6
PAS-2 RPT-5
UGT-48 Y39A1A.7
EYA-1 PQN-59
F43G9.5 D1054.8
GEI-4 F57G12.2
MKK-4 KGB-1
SEC-3 F57B10.4
IMB-2 WEE-1.3
MPK-1 K04G2.10
Y106G6H.14 RPL-3
APY-1 CIF-1
MPK-1 NFYA-1
GST-1 GST-23
Y63D3A.4 Y51F10.2
CYP-14A5 TAG-61
EYA-1 PSA-1
DYB-1 F57C2.5
SMO-1 CDK-9
PBS-3 PBS-2
ZYG-12 CDC-37
MIG-5 F29G9.2
BIR-1 BRA-2
RPB-7 SMO-1
MEL-26 TAG-298
T12F5.1 IMA-2
RIC-8 EBI-314893
ZK849.2 K10D3.4
RPA-2 C33E10.10
C40A11.2 Y39B6A.1
GEI-4 LEV-11
FTN-1 NFYA-1
NDC-80 ADR-2
PQN-54 NOS-3
F42H10.7 ATN-1
PLK-1 C28C12.2
THOC-2 EBI-312653
EBI-317163 K10D2.1
MPK-1 RSKN-1
C01B10.8 K02D3.1
FTN-1 T21B10.1
IMA-3 SCRM-1
ASNA-1 F40H3.2
C49F5.6 TSP-12
TAG-208 DEB-1
ALP-1 RNP-1
C27A2.5 W09G12.7
LEV-11 COGC-4
RPN-10 COL-41
BATH-42 CYE-1
IKB-1 IKB-1
RPN-3 DSS-1
DRH-1 M88.5
MIG-5 Y46G5A.20
GEI-4 MEX-3
CDC-25.3 TTX-1
COL-140 F42H10.7
T23C6.5 C18A11.1
NXF-2 Y51A2A.4
EIF-3.D H06I04.1
PQN-95 Y69H2.3
MEL-26 EBI-329465
R02F11.1 D2063.1
Y71G12B.27 F14B6.3
RPN-3 RPN-7
MDF-2 F10E9.3
ACT-5 ACT-4
ZK829.7 RPN-2
RAN-1 TBA-1
GLD-1 F17C11.9
CRM-1 R02F11.1
GST-23 HSP-25
DNJ-10 Y113G7B.24
CPR-5 NPP-11
NPP-19 LMN-1
PLK-1 CPZ-1
ICP-1 FIB-1
TTR-54 PDR-1
NSY-1 PAL-1
LET-413 F39H12.1
BAG-1 NHR-2
MRT-2 T09A5.12
Y63D3A.4 Y57A10A.8
EYA-1 F59A2.4
REV-1 C18E3.3
GEI-16 HRPF-1
UNC-119 UNC-44
TAG-277 H35B03.1
ZYG-11 HIM-3
F08G2.5 RPL-7
F08F3.9 MLC-2
GEI-16 MYO-3
GST-23 Y40D12A.2
F25H5.3 ZK593.1
CNT-1 Y38H8A.2
SMA-3 T05H10.6
ABU-11 T22F7.5
K06H7.1 K06H7.1
SKR-10 KEL-8
SLI-1 UBXN-1
CRM-1 EBI-312653
F31C3.2 MEL-26
IFA-4 NPP-10
F13H10.1 C56E6.3
R02F11.1 F58G11.6
F54H12.6 K09B11.9
R53.5 KEL-8
PLK-1 PQN-59
PQN-5 F07A5.2
F25G6.8 HGO-1
WRN-1 MUT-14
GEI-4 IMA-3
NHR-49 NHR-49
ELB-1 ATN-1
KLE-2 PAB-1
PGL-1 PGL-1
TAC-1 F21D5.1
NHR-142 MLK-1
IMA-3 Y105C5B.19
ICP-1 F35E2.9
DLC-1 F26F4.5
T07D4.2 RNF-1
TAG-208 K04F10.2
DDB-1 ZTF-1
H06H21.3 LEV-11
F27C1.6 Y47D3B.9
CKS-1 C14C6.3
CYP-36A1 ZK849.2
EYA-1 FOX-1
RPN-2 RPS-30
CRM-1 T01B7.8
PQN-54 F46F11.7
MIG-5 ZK512.5
LEC-3 ZK666.8
DCR-1 ERI-1
T04H1.2 Y46G5A.20
UFD-1 NPL-4.1
TTM-1 K08E7.5
RAN-1 IMP-1
T23C6.5 DJR-1.1
C01G5.8 UNC-84
ZK849.2 LIM-8
TAF-9 NHR-31
ATP-2 T08G5.5
RPS-22 DAF-21
SPR-2 ACT-2
Y76A2B.5 CDD-2
PBS-3 PRP-21
ALP-1 K01A2.10
RAN-1 RPL-1
Y44F5A.1 KEL-8
DRH-1 ERI-5
DYN-1 DYN-1
ATN-1 ZTF-8
PQN-71 M02G9.1
SPK-1 TAC-1
KIN-20 PCN-1
MUS-101 R53.4
CIF-1 PCCB-1
VPS-4 F07A11.2
SKR-2 C14B1.3
PTL-1 F38A5.7
LIG-4 C27D9.1
BATH-42 HCP-1
XBX-6 Y47D7A.13
T18D3.7 Y54E5A.1
LEC-1 NEX-1
MRT-2 F47D12.5
PQN-87 F25B4.6
ZK849.2 TAG-61
TSG-101 HGRS-1
ZER-1 ELC-1
GEI-4 F28D1.2
MRT-2 H02I12.5
C01B10.8 W10D9.5
C49G7.1 C05C8.7
K09B11.9 FTT-2
NPP-1 IMB-2
F31C3.2 EBI-311877
SCC-1 VIG-1
TAG-197 LST-1
KLE-2 SUN-1
GNA-1 B0365.1
LIT-1 SRZ-6
CGH-1 ZEN-4
PPTR-2 PAA-1
LIT-1 TBB-1
RGR-1 GST-5
C47D12.2 WTS-1
DAF-3 RPL-24.1
KLP-11 LMN-1
MRT-2 CCT-1
VAB-3 UNC-98
RPT-4 PAS-2
BIR-1 NHR-111
EMB-9 RPL-2
CSN-5 NPP-20
TRP-2 C06A6.2
SDPN-1 F09F7.5
PRI-1 RPS-2
RPA-2 NHR-111
THOC-2 C17H12.8
NHR-111 NCL-1
F59A2.4 SWP-1
COL-166 TIR-1
ZK632.12 R05F9.1
PDR-1 RPL-2
F43G9.1 ZK856.12
HMG-4 H02I12.5
F38B6.1 PAL-1
PQN-54 F46E10.10
DRH-1 RDE-1
IMB-2 HGRS-1
RFP-1 DLG-1
CPL-1 UBA-1
GLR-6 CLEC-63
ZYG-12 DLI-1
EBI-2003518 CAR-1
SQV-4 R07E3.7
EBI-331445 T04C9.1
LEC-1 PQN-54
ALP-1 EMB-9
ATP-2 F28D1.2
C33C12.3 LON-2
RPS-15 GLP-1
GOA-1 F53A10.2
MTX-1 SGT-1
GST-5 T24A6.7
CSN-5 GLH-1
LIN-36 F41H10.4
CED-9 EGL-1
TAG-303 Y42H9AR.1
ASH-2 IFB-2
LIN-53 LIN-35
NHR-111 UNC-44
GST-5 B0495.2
RPT-6 TTX-1
GEI-4 EBI-329572
ACL-6 EBI-319024
TAG-208 C06G1.5
GSN EBI-312653
K09B11.9 ASP-6
TAG-331 M03B6.3
NUM-1 PKC-3
T25G12.5 Y39E4B.2
R166.2 Y48G9A.7
GSK-3 F55H12.6
PQN-5 LYS-8
C32E8.4 MRT-2
T04H1.2 T11B7.1
LRX-1 NMT-1
ATP-3 ATN-1
ATN-1 FIGL-1
CSN-4 GCL-1
GST-30 T28F4.1
CHP-1 F43G9.5
PHA-4 PSA-1
SPR-5 F54B11.7
DRH-1 Y46G5A.13
SEDL-1 ZK1098.5
LIT-1 TAG-347
R06B9.3 F35F10.12
KLP-7 KLP-12
ZYX-1 GLH-3
C05C8.6 Y7A5A.2
VAB-3 MDT-15
RPT-4 EBI-678713
MIG-5 B0336.7
K09B11.9 FBXB-1
EXC-7 F46H5.7
T04C9.1 IFB-1
DAF-16 AKT-2
PQN-5 RPS-15
TAP-1 T28C6.7
CDK-9 EGL-9
MEI-1 RPL-18
PBS-7 T05B11.1
GEI-4 ZK930.3
RPN-10 RPL-9
EGL-27 EYA-1
ABI-1 GEI-16
RAN-4 C44B12.5
T04H1.2 F44D12.1
FLH-3 Y11D7A.1
LEC-1 F59C6.5
MRT-2 R08A2.2
MDT-10 AMA-1
CSN-4 CIF-1
NDC-80 IPL1
BUB-3 RPL-9
ALP-1 TAG-163
C30B5.4 ACO-2
RAN-1 KEL-8
RPL-35 PAS-6
VAB-3 RPL-7A
PQN-5 COL-20
MEL-28 LMN-1
T04A8.7 ZYG-9
NHR-111 NHR-111
SDZ-38 Y11D7A.1
E04A4.5 LEV-11
MPK-1 MEL-11
GEI-16 T28C6.7
PHA-4 RPL-3
GIP-1 F23C8.5
PMK-1 EBP-1
GST-36 F49E2.2
PQN-54 RPS-5
HACD-1 KEL-8
DLC-1 C39D10.7
EIF-3.D CPL-1
GEI-4 C27H5.2
